Id,Id2,Geography,Estimate; EMPLOYMENT STATUS - Population 16 years and over,Estimate; EMPLOYMENT STATUS - Civilian labor force,Estimate; OCCUPATION - Civilian employed population 16 years and over,"Estimate; OCCUPATION - Civilian employed population 16 years and over - Management, business, science, and arts occupations",Estimate; OCCUPATION - Civilian employed population 16 years and over - Service occupations,Estimate; OCCUPATION - Civilian employed population 16 years and over - Sales and office occupations,"Estimate; OCCUPATION - Civilian employed population 16 years and over - Natural resources, construction, and maintenance occupations","Estimate; OCCUPATION - Civilian employed population 16 years and over - Production, transportation, and material moving occupations",Estimate; INDUSTRY - Civilian employed population 16 years and over,"Estimate; INDUSTRY - Civilian employed population 16 years and over - Agriculture, forestry, fishing and hunting, and mining",Estimate; INDUSTRY - Civilian employed population 16 years and over - Construction,Estimate; INDUSTRY - Civilian employed population 16 years and over - Manufacturing,Estimate; INDUSTRY - Civilian employed population 16 years and over - Wholesale trade,Estimate; INDUSTRY - Civilian employed population 16 years and over - Retail trade,"Estimate; INDUSTRY - Civilian employed population 16 years and over - Transportation and warehousing, and utilities",Estimate; INDUSTRY - Civilian employed population 16 years and over - Information,"Estimate; INDUSTRY - Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing","Estimate; INDUSTRY - Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services","Estimate; INDUSTRY - Civilian employed population 16 years and over - Educational services, and health care and social assistance","Estimate; INDUSTRY - Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services","Estimate; INDUSTRY - Civilian employed population 16 years and over - Other services, except public administration",Estimate; INDUSTRY - Civilian employed population 16 years and over - Public administration,Estimate; INCOME AND BENEFITS (IN 2016 INFLATION-ADJUSTED DOLLARS) - With Food Stamp/SNAP benefits in the past 12 months,Estimate; INCOME AND BENEFITS (IN 2016 INFLATION-ADJUSTED DOLLARS) - Per capita income (dollars),Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - All people
1600000US1303440,1303440,"Athens-Clarke County unified government (balance), Georgia",103415,63655,60034,23128,13906,11265,3304,8431,60034,207,2765,4967,1753,7057,2260,748,2140,6322,18598,9866,2123,1228,7646,21818,27.9
1600000US1304000,1304000,"Atlanta city, Georgia",390570,257399,238663,123458,36063,54804,7838,16500,238663,264,7296,13301,6492,22859,12369,9406,20265,45677,48666,30173,12373,9522,29911,40882,22.4
1600000US1304204,1304204,"Augusta-Richmond County consolidated government (balance), Georgia",154977,87318,78127,24038,18532,21359,5454,8744,78127,231,3445,5069,1563,10580,4223,2223,2555,9077,20856,10439,3210,4656,15883,21208,25.4
1600000US1319000,1319000,"Columbus city, Georgia",153962,87265,80530,27052,15965,20340,5218,11955,80530,184,3799,8577,925,9606,3597,1309,8326,7170,18354,10126,3112,5445,13827,23486,21.7
1600000US1342425,1342425,"Johns Creek city, Georgia",63214,44358,42352,24896,5100,9891,824,1641,42352,0,917,4681,2241,3585,850,2128,4536,11121,5918,3440,2715,220,1163,48752,4.9
1600000US1349008,1349008,"Macon-Bibb County, Georgia",119615,65704,61943,20091,15849,14280,3694,8029,61943,554,2176,4445,1075,7677,2363,775,5440,4901,16616,9418,3211,3292,11537,21752,26.3
1600000US1367284,1367284,"Roswell city, Georgia",72977,52503,50616,24249,9575,11930,2498,2364,50616,963,1700,3497,2364,5483,720,2104,4994,11068,7594,6821,2220,1088,2433,40711,8.2
1600000US1368516,1368516,"Sandy Springs city, Georgia",88836,65742,62852,35582,8979,12680,3541,2070,62852,278,3536,3472,1252,6056,2108,2983,6962,15308,10965,6139,2366,1427,2452,54057,11.2
1600000US1369000,1369000,"Savannah city, Georgia",119403,75992,67828,20137,16088,17130,4896,9577,67828,185,3989,4731,688,10976,3801,736,4472,7122,13930,11978,2102,3118,11739,22655,23.5
1600000US1380508,1380508,"Warner Robins city, Georgia",57912,37160,34865,14228,5609,8328,3756,2944,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4103,27800,20.1
1600000US1571550,1571550,"Urban Honolulu CDP, Hawaii",295049,185535,177863,65888,40546,44960,11363,15106,177863,572,10902,4092,3666,20132,9995,3379,13879,19642,35162,32867,7719,15856,13054,33841,11.3
1600000US1608830,1608830,"Boise City city, Idaho",177603,121546,116035,52890,20311,25418,7473,9943,116035,1261,6608,12144,2552,10832,5027,1667,7055,15342,29228,12482,4851,6986,8154,33086,14.5
1600000US1652120,1652120,"Meridian city, Idaho",N,N,46298,18963,6821,12857,2086,5571,46298,513,2234,3561,1631,6735,3191,568,4801,4094,10828,2764,1505,3873,1663,31974,6.2
1600000US1656260,1656260,"Nampa city, Idaho",64906,42667,39306,10138,8502,9612,4346,6708,39306,765,3443,3729,1119,4087,2261,714,2301,3806,8725,4887,2195,1274,4670,17284,15.7
1600000US1702154,1702154,"Arlington Heights village, Illinois",58936,38836,36839,18401,4188,9069,3074,2107,36839,85,2718,4146,1246,3481,1677,1040,4153,5736,7229,3450,1498,380,1213,44842,3.7
1600000US1703012,1703012,"Aurora city, Illinois",146594,105803,98475,31860,15082,25690,7547,18296,98475,263,6960,15655,2981,12518,5777,1304,7495,13135,17447,9027,3844,2069,9278,29179,12.3
1600000US1706613,1706613,"Bloomington city, Illinois",64567,43691,42398,18554,7162,10084,2943,3655,42398,58,1876,2370,774,4811,1520,528,8410,4404,10358,4375,1918,996,4041,35903,10.7
1600000US1707133,1707133,"Bolingbrook village, Illinois",57135,40975,39022,14574,5982,9896,2368,6202,39022,82,1607,4227,1355,5151,4627,644,2439,3813,8562,2996,2167,1352,2452,30638,8.5
1600000US1712385,1712385,"Champaign city, Illinois",76701,48871,47521,22852,7892,9746,2544,4487,47521,580,1222,2501,2067,4662,1733,1501,1895,3501,19255,5328,2543,733,2238,30366,21.5
1600000US1714000,1714000,"Chicago city, Illinois",2191267,1466468,1346975,546769,270660,288358,65318,175870,1346975,1980,50197,108373,33502,114243,98341,28704,107626,219200,304557,156947,66648,56657,196962,33122,19.1
1600000US1714351,1714351,"Cicero town, Illinois",59610,39057,36269,3521,7785,7362,4038,13563,36269,91,2271,8784,1835,3488,2980,411,1201,3667,4376,3915,2614,636,5501,17937,21.1
1600000US1718823,1718823,"Decatur city, Illinois",57695,33569,30051,8630,6464,7527,2051,5379,30051,307,1052,4679,366,4595,1950,245,1849,2242,7803,2537,1730,696,8056,24821,22.9
1600000US1723074,1723074,"Elgin city, Illinois",87998,59566,55384,17381,10763,11701,5326,10213,55384,143,4331,9944,2005,6145,2351,1164,3052,6571,11348,4686,2598,1046,6127,26791,14.9
1600000US1724582,1724582,"Evanston city, Illinois",62611,37771,36185,21947,4611,6856,1179,1592,36185,52,700,2613,786,3541,920,1838,2528,5458,12546,2940,1557,706,1617,43705,14.1
1600000US1738570,1738570,"Joliet city, Illinois",110252,75286,70921,18625,15491,16462,7330,13013,70921,99,5888,7836,1977,9711,5060,1232,3110,7475,14963,7194,3600,2776,7543,25968,11
1600000US1751622,1751622,"Naperville city, Illinois",112643,79379,75385,46394,7366,17017,1530,3078,75385,234,2394,8824,3243,6677,2787,1498,9390,13433,16686,4851,3217,2151,1775,49929,4.1
1600000US1757225,1757225,"Palatine village, Illinois",N,N,38420,17674,5020,8987,2140,4599,38420,0,1867,4413,1070,5020,3158,1175,3013,5302,7098,3619,1849,836,1783,40574,5.5
1600000US1759000,1759000,"Peoria city, Illinois",90862,56471,50395,22523,9558,12507,2311,3496,50395,0,1535,7263,690,5844,1177,928,3165,5054,17249,4450,1669,1371,8593,28475,19.8
1600000US1765000,1765000,"Rockford city, Illinois",116275,71471,63220,15671,13615,15484,3231,15219,63220,0,2398,14600,1198,7889,3522,1192,1744,7482,13359,5538,3366,932,16281,24034,22.6
1600000US1768003,1768003,"Schaumburg village, Illinois",60348,42784,41168,19139,5555,10600,2150,3724,41168,0,1685,4391,1976,3662,3806,996,2976,8744,7503,3020,1331,1078,2089,36225,8.1
1600000US1770122,1770122,"Skokie village, Illinois",50730,31128,29792,13709,4526,6806,1592,3159,29792,0,1284,2382,1130,2717,2479,627,1354,3441,8983,2244,1923,1228,1658,36608,9.2
1600000US1772000,1772000,"Springfield city, Illinois",93903,58199,53272,21896,9716,14225,2290,5145,53272,228,2003,3012,851,7185,2245,328,3505,4158,15705,4957,1808,7287,6340,30784,18.5
1600000US1779293,1779293,"Waukegan city, Illinois",63753,45159,40743,9305,9529,8865,4008,9036,40743,0,2117,6847,2318,5943,1607,806,1557,5323,7039,3925,2127,1134,6003,21134,17.3
1600000US1805860,1805860,"Bloomington city, Indiana",78007,45303,42016,17988,9062,10069,1897,3000,42016,178,1295,2177,230,7072,655,820,977,3195,16680,5961,1635,1141,3356,22668,38.1
1600000US1810342,1810342,"Carmel city, Indiana",68539,47507,46392,29112,4471,8952,1378,2479,46392,103,1531,5829,2209,2895,1525,1245,4352,7642,11946,5054,1562,499,403,54433,3.9
1600000US1822000,1822000,"Evansville city, Indiana",95098,61304,57295,16144,12055,13118,3729,12249,57295,222,2217,10736,1264,8377,2354,1282,2420,4857,11137,8302,3149,978,7549,22089,23.7
1600000US1823278,1823278,"Fishers city, Indiana",66399,51984,50574,29358,6004,11884,1434,1894,50574,76,1927,4594,2619,4029,1499,1570,5673,7275,13020,4447,1725,2120,921,48019,2.9
1600000US1825000,1825000,"Fort Wayne city, Indiana",202213,131466,124079,40095,20929,31083,7671,24301,124079,61,6162,20218,4143,17261,5677,3611,7404,12026,26879,12333,5768,2536,14672,24255,19
1600000US1827000,1827000,"Gary city, Indiana",58421,29577,25954,4991,7159,7037,2010,4757,25954,135,841,3277,592,3592,1790,129,1273,1485,7336,2827,1347,1330,8618,19207,33.3
1600000US1831000,1831000,"Hammond city, Indiana",57425,37249,33798,6432,8383,8436,2313,8234,33798,74,1940,5626,901,3542,2537,279,1430,3519,7658,4363,1012,917,5685,19923,21.3
1600000US1836003,1836003,"Indianapolis city (balance), Indiana",661541,441462,415535,143898,73312,109160,26279,62886,415535,490,22161,43501,14988,50828,32161,6119,29879,46710,94447,41736,17539,14976,48599,26801,18.9
1600000US1840788,1840788,"Lafayette city, Indiana",57952,40139,37263,11362,8198,8307,2583,6813,37263,83,1753,6251,549,4462,1164,555,756,4246,11274,4242,1042,886,4611,25546,19.3
1600000US1851876,1851876,"Muncie city, Indiana",59788,33859,30979,10682,6874,7555,2638,3230,30979,71,1661,2855,534,3805,792,112,1629,3111,10975,3207,1560,667,5256,21788,28.1
1600000US1871000,1871000,"South Bend city, Indiana",76233,47673,42764,12773,10098,9168,2503,8222,42764,99,1446,7107,1113,4542,1302,1013,1522,3467,12045,5713,2009,1386,7725,19644,24.7
1600000US1901855,1901855,"Ames city, Iowa",59380,39802,37380,17935,7706,7961,1061,2717,37380,923,537,3174,606,3226,735,524,2786,3645,13468,3897,2011,1848,1733,25350,29.7
1600000US1912000,1912000,"Cedar Rapids city, Iowa",103813,72288,69279,25324,10319,17821,6750,9065,69279,242,4844,10008,1844,9738,4179,1362,5038,8097,14448,4588,3252,1639,6055,31485,11.9
1600000US1919000,1919000,"Davenport city, Iowa",79272,48359,47153,16866,9424,9172,3071,8620,47153,212,2204,7816,1226,5145,2385,890,2917,4267,11585,4481,2648,1377,4407,25516,18.8
1600000US1921000,1921000,"Des Moines city, Iowa",169593,118726,111184,38131,22573,26670,9065,14745,111184,1049,7176,8481,2550,13268,6288,1876,14211,11623,23544,12074,4986,4058,17848,26292,16.2
1600000US1938595,1938595,"Iowa City city, Iowa",64561,43534,41635,18535,8691,8504,2479,3426,41635,202,1978,2679,462,4539,798,721,1796,2048,18143,6190,1565,514,3296,26943,29.4
1600000US1973335,1973335,"Sioux City city, Iowa",62502,42475,40736,12022,7497,8907,4072,8238,40736,669,3265,6251,1605,4959,2154,769,1929,3606,9642,2795,2402,690,5230,24843,14.9
1600000US1982425,1982425,"Waterloo city, Iowa",53605,36918,34822,8464,6633,8263,2489,8973,34822,79,2042,7106,1252,5490,1297,395,1995,2910,7083,3547,1216,410,5056,25209,18.7
1600000US2036000,2036000,"Kansas City city, Kansas",114707,77634,71181,17257,14391,17098,8581,13854,71181,325,6856,8459,2401,7586,5083,1037,3905,8727,13682,6426,3340,3354,8969,19665,19.8
1600000US2038900,2038900,"Lawrence city, Kansas",80404,58515,56601,25108,12534,12488,1666,4805,56601,194,1828,4844,1027,6306,1320,1857,3284,4898,18431,6565,2742,3305,2658,28002,20
1600000US2052575,2052575,"Olathe city, Kansas",102565,74625,72951,35446,8253,17291,6707,5254,72951,277,5393,5663,2792,8207,3055,2154,6210,10375,16796,5048,4568,2413,1643,35534,5.6
1600000US2053775,2053775,"Overland Park city, Kansas",147786,107392,103655,58054,13150,23083,3521,5847,103655,433,3382,8204,2472,10695,2794,3522,10578,21057,24581,8164,4911,2862,1670,43562,6.2
1600000US2064500,2064500,"Shawnee city, Kansas",52007,40791,39423,19327,7053,7972,1673,3398,39423,142,1180,3817,431,4998,1408,615,3542,4950,9078,6346,1985,931,1140,38830,4.8
1600000US2071000,2071000,"Topeka city, Kansas",99517,62759,59971,21059,11103,14077,4401,9331,59971,146,3395,7641,1097,6807,2198,2061,3756,5253,14391,5613,2840,4773,5257,25602,12.6
1600000US2079000,2079000,"Wichita city, Kansas",301195,202735,191069,66231,34196,47091,16983,26568,191069,920,10628,33334,6006,21503,6653,3584,10611,18919,42125,22485,9390,4911,17430,26654,17.8
1600000US2108902,2108902,"Bowling Green city, Kentucky",53276,33543,31683,8779,6100,9720,1873,5211,31683,238,1502,4892,1243,5789,722,877,1282,1594,5755,5769,1890,130,3960,22178,27.9
1600000US2146027,2146027,"Lexington-Fayette urban county, Kentucky",257828,177679,166825,73293,27569,39211,8913,17839,166825,2364,7531,16146,4630,21840,6123,2596,9300,18223,46838,19750,6429,5055,12752,32166,17.7
1600000US2148006,2148006,"Louisville/Jefferson County metro government (balance), Kentucky",493730,323455,303076,105688,47488,75668,18529,55703,303076,887,13539,37208,9905,34497,27550,6360,21828,27933,68712,32233,12390,10034,31721,29389,15.7
1600000US2205000,2205000,"Baton Rouge city, Louisiana",182278,114044,103134,35009,19741,27275,7555,13554,103134,507,6802,6052,1972,14993,5263,1783,5732,10248,27192,12219,4584,5787,18314,26954,27.8
1600000US2208920,2208920,"Bossier City city, Louisiana",53875,29543,27549,9329,5502,7899,2532,2287,27549,350,2340,1392,863,4081,643,516,920,1965,6847,3358,1310,2964,3539,22236,21.9
1600000US2239475,2239475,"Kenner city, Louisiana",51366,33947,32097,10072,6587,8157,4322,2959,32097,500,3593,1301,1012,3316,2470,613,2270,4768,6005,3012,1830,1407,3834,27168,18.6
1600000US2240735,2240735,"Lafayette city, Louisiana",105067,66850,64304,23279,13624,16338,4605,6458,64304,3390,3002,2899,2160,7808,2541,1462,3208,8818,15600,8924,3430,1062,6874,30596,19.4
1600000US2241155,2241155,"Lake Charles city, Louisiana",60921,36841,34177,10075,8811,8728,3047,3516,34177,652,1972,2412,924,4434,1362,386,1195,2265,9245,6250,1371,1709,5507,24372,27.5
1600000US2250115,2250115,"Metairie CDP, Louisiana",118072,76938,73856,29259,13949,17195,8481,4972,73856,678,7731,2267,2792,7468,2822,1449,4752,11047,15331,9841,4504,3174,4284,36170,9.6
1600000US2255000,2255000,"New Orleans city, Louisiana",320306,198228,181946,77167,38247,40955,10018,15559,181946,1309,8541,6552,3292,18702,10049,4233,9344,21031,49576,30099,9089,10129,30140,29183,23.7
1600000US2270000,2270000,"Shreveport city, Louisiana",153101,88793,82429,28661,20317,20529,6131,6791,82429,1702,4122,3708,1684,11416,2949,1527,3618,7618,24210,11942,4532,3401,16647,23825,30.8
1600000US2360545,2360545,"Portland city, Maine",N,N,40882,19172,7786,8743,1473,3708,40882,46,1367,2990,616,5396,1219,1252,2357,6376,11017,5259,1676,1311,5196,34155,18.9
1600000US2404000,2404000,"Baltimore city, Maryland",498366,311087,283328,119230,63485,60070,13365,27178,283328,460,10729,12545,4430,24123,16780,5264,16631,37055,92104,26003,12635,24569,61673,29449,21.9
1600000US2419125,2419125,"Columbia CDP, Maryland",87513,63420,60202,37034,8015,8566,1908,4679,60202,39,1615,1810,424,4786,2499,865,3524,15412,14521,4135,3178,7394,3268,50103,6.5
1600000US2426000,2426000,"Ellicott City CDP, Maryland",N,N,36999,24166,3402,7038,701,1692,36999,100,1423,1994,1377,2514,635,391,2477,7915,10131,2768,1871,3403,852,54301,3.1
1600000US2430325,2430325,"Frederick city, Maryland",57821,39956,38164,15990,6764,8444,2728,4238,38164,144,1222,2607,465,4261,2464,672,2891,7958,8335,3349,1748,2048,3204,34426,10.4
1600000US2431175,2431175,"Gaithersburg city, Maryland",54822,41454,37993,18751,8412,6125,2106,2599,37993,113,2001,1712,169,3823,621,1055,2439,10342,6186,3921,2216,3395,2727,37595,9
1600000US2432025,2432025,"Germantown CDP, Maryland",69084,51845,49875,25352,8443,11072,2764,2244,49875,0,2453,2594,671,5255,1332,1465,3512,11418,8885,5126,2743,4421,3438,38828,7
1600000US2432650,2432650,"Glen Burnie CDP, Maryland",56704,38578,35861,11290,5914,9462,4512,4683,35861,70,3676,1774,1174,5687,2107,724,1975,3487,6293,2971,2500,3423,3634,30125,12.8
1600000US2467675,2467675,"Rockville city, Maryland",53052,36911,35376,22324,5593,5517,984,958,35376,0,887,822,603,1357,506,361,2798,8123,9095,2952,3102,4770,1646,48934,7.1
1600000US2472450,2472450,"Silver Spring CDP, Maryland",68088,54504,51221,28707,9490,7330,3166,2528,51221,0,2734,1060,212,4300,1759,1509,2902,9679,11264,5572,4110,6120,2733,45322,9.9
1600000US2481175,2481175,"Waldorf CDP, Maryland",58153,40215,38763,15840,7792,9407,1954,3770,38763,6,1782,864,808,5071,2445,480,2249,4775,8010,2518,2213,7542,2375,37885,8.2
1600000US2507000,2507000,"Boston city, Massachusetts",575574,398953,368750,179960,78489,72380,16739,21182,368750,399,13568,15170,7202,28828,14077,8496,34149,63924,108107,41699,18078,15053,49780,40237,21
1600000US2509000,2509000,"Brockton city, Massachusetts",72597,50856,45591,10945,12524,10932,4339,6851,45591,0,3044,3314,1220,5035,3359,446,2312,3334,13892,5570,2741,1324,8980,23132,19.7
1600000US2511000,2511000,"Cambridge city, Massachusetts",99348,68007,63901,45553,5697,10327,988,1336,63901,39,896,3440,544,3984,1231,1755,4127,13868,26920,3887,2100,1110,4883,46605,14.8
1600000US2523000,2523000,"Fall River city, Massachusetts",71462,41404,38166,11346,6866,8464,4878,6612,38166,502,3236,4795,1502,4048,1748,598,1154,2626,10941,3463,1872,1681,8696,23686,19.1
1600000US2524960,2524960,"Framingham CDP, Massachusetts",58344,42249,40306,18122,7603,9137,2740,2704,40306,0,2497,3119,747,6018,1172,1340,2868,5889,9632,3494,2513,1017,3124,41732,8.4
1600000US2534550,2534550,"Lawrence city, Massachusetts",60546,38456,33096,5917,9208,7314,2814,7843,33096,58,2256,4097,926,4321,2104,1083,1296,3550,8385,2845,1771,404,11779,16958,24.5
1600000US2537000,2537000,"Lowell city, Massachusetts",87932,60477,57028,19143,14121,12948,3376,7440,57028,370,2563,8681,612,6611,895,1542,2180,6295,17170,6041,2026,2042,8369,24946,19.6
1600000US2537490,2537490,"Lynn city, Massachusetts",72832,48464,45645,10806,14051,8812,3936,8040,45645,355,2274,4665,624,5697,2971,1037,2163,4738,11288,5297,3059,1477,8458,26188,17.6
1600000US2545000,2545000,"New Bedford city, Massachusetts",73879,46717,42443,11490,8628,8583,5489,8253,42443,861,4604,5053,1815,5017,2819,245,1803,2990,11345,3403,1294,1194,10941,23904,19.9
1600000US2545560,2545560,"Newton city, Massachusetts",70904,46309,44623,30714,4342,7172,448,1947,44623,0,1020,2779,645,2958,809,1240,4720,8559,16030,2142,2280,1441,1127,60600,4.1
1600000US2555745,2555745,"Quincy city, Massachusetts",80252,53903,51015,25359,8646,10495,2111,4404,51015,0,1603,3006,1877,5265,1717,1997,3855,7986,13095,6276,2603,1735,2952,37507,10.2
1600000US2562535,2562535,"Somerville city, Massachusetts",73521,59775,57005,35698,8507,7960,1700,3140,57005,110,1474,2843,1089,4112,976,2638,3258,12617,18116,3996,4218,1558,2533,43728,12.6
1600000US2567000,2567000,"Springfield city, Massachusetts",121927,70899,64921,19133,17127,13726,4895,10040,64921,609,2601,7466,1605,7360,3430,831,2931,4144,21279,6548,2702,3415,18058,20277,24.7
1600000US2582000,2582000,"Worcester city, Massachusetts",154546,95926,90682,30191,21558,23114,5385,10434,90682,136,4294,7029,2666,11191,4148,1742,5547,9206,28073,9392,3702,3556,15138,27354,19.3
1600000US2603000,2603000,"Ann Arbor city, Michigan",107273,64489,62190,42391,7349,8262,1214,2974,62190,134,989,5644,278,3724,1306,1414,1715,6152,32582,4509,2842,901,2275,38787,22.8
1600000US2621000,2621000,"Dearborn city, Michigan",70177,38892,36043,13757,4952,8050,2498,6786,36043,132,1560,7476,420,4797,2317,284,1895,3343,6968,3852,2121,878,7588,22039,30.6
1600000US2622000,2622000,"Detroit city, Michigan",518573,286218,239033,57176,66885,51971,14448,48553,239033,937,8424,35962,5068,23178,13735,4389,12016,25312,58197,29877,13533,8405,102735,16784,35.7
1600000US2627440,2627440,"Farmington Hills city, Michigan",67321,44560,42388,22135,4792,10306,1650,3505,42388,72,1245,8588,734,3837,1201,999,4202,6919,8598,3114,1688,1191,1506,45764,8.8
1600000US2629000,2629000,"Flint city, Michigan",72830,37497,28288,5451,8717,5689,2865,5566,28288,235,1245,5287,136,3067,1206,192,587,2121,7755,3064,2104,1289,17619,14185,44.5
1600000US2634000,2634000,"Grand Rapids city, Michigan",154766,103580,97326,36099,20136,20284,6222,14585,97326,1833,2809,15135,2758,8441,3048,2575,5999,9861,25614,12965,4300,1988,14155,23173,21.9
1600000US2642160,2642160,"Kalamazoo city, Michigan",61363,40345,38282,10287,10383,8508,2758,6346,38282,638,1561,5083,502,4365,651,540,1640,3170,10238,6828,2028,1038,5495,20200,30.9
1600000US2646000,2646000,"Lansing city, Michigan",92228,64550,58039,17045,13269,14473,4270,8982,58039,248,3384,7624,914,7484,2278,710,2857,5328,12796,7846,2876,3694,11070,21710,26.4
1600000US2649000,2649000,"Livonia city, Michigan",77205,48509,46864,21383,7619,10596,3143,4123,46864,24,2432,8102,996,3945,1726,716,4388,5132,10323,4360,2801,1919,2426,35987,6.3
1600000US2669035,2669035,"Rochester Hills city, Michigan",58413,37271,35839,20782,4076,7226,849,2906,35839,37,912,8613,1012,3212,722,454,2282,5856,8579,2743,1130,287,1239,39848,6
1600000US2674900,2674900,"Southfield city, Michigan",61359,38729,35151,15753,5686,8067,1225,4420,35151,0,475,4913,850,3428,2102,1322,2878,4562,8954,2816,1335,1516,3944,31191,12.7
1600000US2676460,2676460,"Sterling Heights city, Michigan",107877,65782,63692,23054,10615,16116,3291,10616,63692,144,2639,14756,1735,8360,2367,979,3309,6054,12189,5373,3480,2307,6271,27885,11.8
1600000US2680700,2680700,"Troy city, Michigan",69425,44694,43360,26208,5036,8681,1310,2125,43360,41,1411,9804,1344,4337,731,919,3894,7502,8436,2672,1166,1103,1533,47502,4.1
1600000US2684000,2684000,"Warren city, Michigan",107704,65063,59460,16581,11484,13286,5635,12474,59460,184,2608,12569,1079,6512,2968,1274,2722,6028,13259,5246,3506,1505,9741,23006,18.1
1600000US2686000,2686000,"Westland city, Michigan",67846,44794,42189,10871,9345,12234,2331,7408,42189,99,1470,7202,908,5737,2366,521,3028,5835,7896,4082,1837,1208,5232,26914,11.3
1600000US2688940,2688940,"Wyoming city, Michigan",59744,43447,41701,11218,7125,9039,3704,10615,41701,315,2022,9405,1630,3874,2708,837,1494,3694,9065,3920,2151,586,3775,23424,14.2
1600000US2706616,2706616,"Bloomington city, Minnesota",70861,47157,45577,21045,7083,10422,2369,4658,45577,415,1957,5080,1696,4360,2254,1030,5557,6081,9548,3739,2479,1381,2473,40124,6.3
1600000US2707966,2707966,"Brooklyn Park city, Minnesota",58934,41659,40038,13700,6994,10278,2144,6922,40038,259,979,7261,713,5828,1735,524,3026,4558,10118,2278,1645,1114,3737,27604,14.5
1600000US2717000,2717000,"Duluth city, Minnesota",71120,47395,45368,17809,10772,9826,3088,3873,45368,393,2152,2375,855,5034,2433,592,2081,3598,15804,6590,2021,1440,4420,28070,18.7
1600000US2717288,2717288,"Eagan city, Minnesota",53655,41786,39399,19579,4272,10105,1874,3569,39399,0,1047,3686,1532,5235,2083,1039,4368,6346,8793,2675,1599,996,1544,42225,6
1600000US2740166,2740166,"Maple Grove city, Minnesota",N,N,39248,20740,4820,9366,1833,2489,39248,129,1725,6577,1308,3133,1059,401,4868,6144,8418,2385,1876,1225,662,46986,2
1600000US2743000,2743000,"Minneapolis city, Minnesota",339834,250617,236140,114573,45392,45175,10084,20916,236140,1150,8145,20481,4927,24013,9132,5552,19511,34598,61063,31265,10867,5436,27528,34527,20.4
1600000US2751730,2751730,"Plymouth city, Minnesota",60651,43647,42787,25369,4531,10341,736,1810,42787,0,1857,6180,853,5362,1122,948,5228,5568,10109,3046,1476,1038,673,50337,3.8
1600000US2754880,2754880,"Rochester city, Minnesota",89321,63590,60229,31038,9847,9998,3934,5412,60229,232,2512,4679,1067,6239,1357,806,2079,4214,28171,5515,2165,1193,3851,35180,11.2
1600000US2756896,2756896,"St. Cloud city, Minnesota",56287,38555,35778,10535,8225,9253,1630,6135,35778,239,830,4119,678,6376,1162,446,2687,2571,10304,3710,1723,933,3622,23927,21.6
1600000US2758000,2758000,"St. Paul city, Minnesota",233665,161749,152806,64521,27923,33934,7073,19355,152806,297,4744,16793,3439,14658,7089,3607,11751,20284,42188,13873,7636,6447,20556,29123,19.2
1600000US2771428,2771428,"Woodbury city, Minnesota",N,N,36615,19093,4750,9324,1137,2311,36615,49,1214,5422,1343,4310,1962,1341,3650,4271,7741,2632,926,1754,426,41475,2.3
1600000US2829700,2829700,"Gulfport city, Mississippi",57406,34907,32154,8522,8398,7454,4717,3063,32154,47,2955,1833,375,3452,1437,336,1971,2334,7282,6725,1351,2056,4440,22646,19.2
1600000US2836000,2836000,"Jackson city, Mississippi",130528,84941,74054,23397,18408,17005,4974,10270,74054,443,2845,6501,1186,6905,3883,1036,4207,7070,20740,9274,4500,5464,13107,22913,22
1600000US2915670,2915670,"Columbia city, Missouri",100781,63376,61404,30606,10680,12609,3788,3721,61404,424,2034,3984,1434,5410,1433,1039,4448,5611,21614,7719,3626,2628,3841,29685,19.7
1600000US2935000,2935000,"Independence city, Missouri",92346,59104,56048,16003,10038,15287,6250,8470,56048,557,4357,5836,1543,6355,4549,1235,3485,5005,12782,5355,2984,2005,5589,27205,15.6
1600000US2938000,2938000,"Kansas City city, Missouri",381279,264803,249734,97517,46469,58427,15808,31513,249734,1064,11764,22324,6276,26037,15993,6182,17649,34550,56998,28085,9498,13314,26791,29524,16.4
1600000US2941348,2941348,"Lee's Summit city, Missouri",71474,51017,48866,24567,4964,12626,2568,4141,48866,103,2128,3575,1756,4545,2397,1387,5257,8145,11983,3404,2178,2008,1546,37955,7.1
1600000US2954074,2954074,"O'Fallon city, Missouri",N,N,47756,21370,7107,12141,3167,3971,47756,129,2476,6564,1264,5375,2143,1039,5238,5111,11295,3691,1941,1490,1744,35977,3.3
1600000US2964082,2964082,"St. Charles city, Missouri",57841,39664,39041,14894,9352,9704,1669,3422,39041,95,1421,4654,1082,4484,1888,892,3823,4603,7546,6183,1470,900,1993,33054,10.2
1600000US2964550,2964550,"St. Joseph city, Missouri",61787,36955,35027,10590,7300,6705,2274,8158,35027,125,1920,6731,406,3174,1802,612,1632,1978,9900,3603,1383,1761,5059,24956,20.4
