GEO.display-label,HC01_VC40,HC03_VC40,HC01_VC41,HC03_VC41,HC01_VC42,HC03_VC42,HC01_VC43,HC03_VC43,HC01_VC44,HC03_VC44,HC01_VC45,HC03_VC45,HC01_VC49,HC03_VC49,HC01_VC50,HC03_VC50,HC01_VC51,HC03_VC51,HC01_VC52,HC03_VC52,HC01_VC53,HC03_VC53,HC01_VC54,HC03_VC54,HC01_VC55,HC03_VC55,HC01_VC56,HC03_VC56,HC01_VC57,HC03_VC57,HC01_VC58,HC03_VC58,HC01_VC59,HC03_VC59,HC01_VC60,HC03_VC60,HC01_VC61,HC03_VC61,HC01_VC62,HC03_VC62,HC01_VC66,HC03_VC66,HC01_VC67,HC03_VC67,HC01_VC68,HC03_VC68,HC01_VC69,HC03_VC69,HC01_VC70,HC03_VC70,HC01_VC101,HC03_VC101,HC01_VC118,HC01_VC130,HC03_VC130,HC01_VC134,HC03_VC134,HC03_VC161,HC03_VC167,HC03_VC171
"Sioux City city, Iowa",40736,40736,12022,29.5,7497,18.4,8907,21.9,4072,10,8238,20.2,40736,40736,669,1.6,3265,8,6251,15.3,1605,3.9,4959,12.2,2154,5.3,769,1.9,1929,4.7,3606,8.9,9642,23.7,2795,6.9,2402,5.9,690,1.7,40736,40736,34484,84.7,3834,9.4,2418,5.9,0,0,5230,16.8,24843,81238,81238,4626,5.7,13.1,30.6,14.9
"Waterloo city, Iowa",34822,34822,8464,24.3,6633,19,8263,23.7,2489,7.1,8973,25.8,34822,34822,79,0.2,2042,5.9,7106,20.4,1252,3.6,5490,15.8,1297,3.7,395,1.1,1995,5.7,2910,8.4,7083,20.3,3547,10.2,1216,3.5,410,1.2,34822,34822,30311,87,3234,9.3,1174,3.4,103,0.3,5056,18,25209,67296,67296,4396,6.5,13.6,41,18.7
"Kansas City city, Kansas",71181,71181,17257,24.2,14391,20.2,17098,24,8581,12.1,13854,19.5,71181,71181,325,0.5,6856,9.6,8459,11.9,2401,3.4,7586,10.7,5083,7.1,1037,1.5,3905,5.5,8727,12.3,13682,19.2,6426,9,3340,4.7,3354,4.7,71181,71181,61437,86.3,7760,10.9,1942,2.7,42,0.1,8969,16.4,19665,152799,152799,29398,19.2,17.6,33.4,19.8
"Lawrence city, Kansas",56601,56601,25108,44.4,12534,22.1,12488,22.1,1666,2.9,4805,8.5,56601,56601,194,0.3,1828,3.2,4844,8.6,1027,1.8,6306,11.1,1320,2.3,1857,3.3,3284,5.8,4898,8.7,18431,32.6,6565,11.6,2742,4.8,3305,5.8,56601,56601,40951,72.4,12377,21.9,3273,5.8,0,0,2658,7.3,28002,94906,94906,8754,9.2,9.3,31.5,20
"Olathe city, Kansas",72951,72951,35446,48.6,8253,11.3,17291,23.7,6707,9.2,5254,7.2,72951,72951,277,0.4,5393,7.4,5663,7.8,2792,3.8,8207,11.3,3055,4.2,2154,3,6210,8.5,10375,14.2,16796,23,5048,6.9,4568,6.3,2413,3.3,72951,72951,59431,81.5,10054,13.8,3361,4.6,105,0.1,1643,3.5,35534,134600,134600,8552,6.4,4.5,22.6,5.6
"Overland Park city, Kansas",103655,103655,58054,56,13150,12.7,23083,22.3,3521,3.4,5847,5.6,103655,103655,433,0.4,3382,3.3,8204,7.9,2472,2.4,10695,10.3,2794,2.7,3522,3.4,10578,10.2,21057,20.3,24581,23.7,8164,7.9,4911,4.7,2862,2.8,103655,103655,87264,84.2,10501,10.1,5795,5.6,95,0.1,1670,2.2,43562,187942,187942,9442,5,4.4,15.5,6.2
"Shawnee city, Kansas",39423,39423,19327,49,7053,17.9,7972,20.2,1673,4.2,3398,8.6,39423,39423,142,0.4,1180,3,3817,9.7,431,1.1,4998,12.7,1408,3.6,615,1.6,3542,9,4950,12.6,9078,23,6346,16.1,1985,5,931,2.4,39423,39423,32446,82.3,4818,12.2,2159,5.5,0,0,1140,4.6,38830,64865,64865,2753,4.2,2.4,3.1,4.8
"Topeka city, Kansas",59971,59971,21059,35.1,11103,18.5,14077,23.5,4401,7.3,9331,15.6,59971,59971,146,0.2,3395,5.7,7641,12.7,1097,1.8,6807,11.4,2198,3.7,2061,3.4,3756,6.3,5253,8.8,14391,24,5613,9.4,2840,4.7,4773,8,59971,59971,46571,77.7,10845,18.1,2517,4.2,38,0.1,5257,10.2,25602,123862,123862,10797,8.7,8.1,20.9,12.6
"Wichita city, Kansas",191069,191069,66231,34.7,34196,17.9,47091,24.6,16983,8.9,26568,13.9,191069,191069,920,0.5,10628,5.6,33334,17.4,6006,3.1,21503,11.3,6653,3.5,3584,1.9,10611,5.6,18919,9.9,42125,22,22485,11.8,9390,4.9,4911,2.6,191069,191069,160810,84.2,21950,11.5,8101,4.2,208,0.1,17430,11.5,26654,386066,386066,44566,11.5,12.8,36.7,17.8
"Bowling Green city, Kentucky",31683,31683,8779,27.7,6100,19.3,9720,30.7,1873,5.9,5211,16.4,31683,31683,238,0.8,1502,4.7,4892,15.4,1243,3.9,5789,18.3,722,2.3,877,2.8,1282,4,1594,5,5755,18.2,5769,18.2,1890,6,130,0.4,31683,31683,26961,85.1,3842,12.1,880,2.8,0,0,3960,16.2,22178,63839,63839,3140,4.9,18.6,37,27.9
"Lexington-Fayette urban county, Kentucky",166825,166825,73293,43.9,27569,16.5,39211,23.5,8913,5.3,17839,10.7,166825,166825,2364,1.4,7531,4.5,16146,9.7,4630,2.8,21840,13.1,6123,3.7,2596,1.6,9300,5.6,18223,10.9,46838,28.1,19750,11.8,6429,3.9,5055,3,166825,166825,131014,78.5,27219,16.3,8548,5.1,44,0,12752,10,32166,313355,313355,21187,6.8,11.4,32.5,17.7
"Louisville/Jefferson County metro government (balance), Kentucky",303076,303076,105688,34.9,47488,15.7,75668,25,18529,6.1,55703,18.4,303076,303076,887,0.3,13539,4.5,37208,12.3,9905,3.3,34497,11.4,27550,9.1,6360,2.1,21828,7.2,27933,9.2,68712,22.7,32233,10.6,12390,4.1,10034,3.3,303076,303076,257727,85,33906,11.2,10929,3.6,514,0.2,31721,12.6,29389,609107,609107,27420,4.5,10.6,28.2,15.7
"Baton Rouge city, Louisiana",103134,103134,35009,33.9,19741,19.1,27275,26.4,7555,7.3,13554,13.1,103134,103134,507,0.5,6802,6.6,6052,5.9,1972,1.9,14993,14.5,5263,5.1,1783,1.7,5732,5.6,10248,9.9,27192,26.4,12219,11.8,4584,4.4,5787,5.6,103134,103134,80069,77.6,17870,17.3,5195,5,0,0,18314,22.4,26954,225944,225944,23016,10.2,19.7,39.4,27.8
"Bossier City city, Louisiana",27549,27549,9329,33.9,5502,20,7899,28.7,2532,9.2,2287,8.3,27549,27549,350,1.3,2340,8.5,1392,5.1,863,3.1,4081,14.8,643,2.3,516,1.9,920,3.3,1965,7.1,6847,24.9,3358,12.2,1310,4.8,2964,10.8,27549,27549,21084,76.5,5287,19.2,1178,4.3,0,0,3539,14.2,22236,62589,62589,4770,7.6,18.7,52.2,21.9
"Kenner city, Louisiana",32097,32097,10072,31.4,6587,20.5,8157,25.4,4322,13.5,2959,9.2,32097,32097,500,1.6,3593,11.2,1301,4.1,1012,3.2,3316,10.3,2470,7.7,613,1.9,2270,7.1,4768,14.9,6005,18.7,3012,9.4,1830,5.7,1407,4.4,32097,32097,27035,84.2,2835,8.8,2227,6.9,0,0,3834,15.8,27168,66714,66714,9951,14.9,17.4,28.1,18.6
"Lafayette city, Louisiana",64304,64304,23279,36.2,13624,21.2,16338,25.4,4605,7.2,6458,10,64304,64304,3390,5.3,3002,4.7,2899,4.5,2160,3.4,7808,12.1,2541,4,1462,2.3,3208,5,8818,13.7,15600,24.3,8924,13.9,3430,5.3,1062,1.7,64304,64304,51801,80.6,7145,11.1,5358,8.3,0,0,6874,13.6,30596,126021,126021,11554,9.2,12.1,29.1,19.4
"Lake Charles city, Louisiana",34177,34177,10075,29.5,8811,25.8,8728,25.5,3047,8.9,3516,10.3,34177,34177,652,1.9,1972,5.8,2412,7.1,924,2.7,4434,13,1362,4,386,1.1,1195,3.5,2265,6.6,9245,27.1,6250,18.3,1371,4,1709,5,34177,34177,27296,79.9,5918,17.3,926,2.7,37,0.1,5507,18,24372,75387,75387,8234,10.9,20.7,42,27.5
"Metairie CDP, Louisiana",73856,73856,29259,39.6,13949,18.9,17195,23.3,8481,11.5,4972,6.7,73856,73856,678,0.9,7731,10.5,2267,3.1,2792,3.8,7468,10.1,2822,3.8,1449,2,4752,6.4,11047,15,15331,20.8,9841,13.3,4504,6.1,3174,4.3,73856,73856,60643,82.1,8001,10.8,5130,6.9,82,0.1,4284,7.1,36170,142971,142971,16889,11.8,7,18.7,9.6
"New Orleans city, Louisiana",181946,181946,77167,42.4,38247,21,40955,22.5,10018,5.5,15559,8.6,181946,181946,1309,0.7,8541,4.7,6552,3.6,3292,1.8,18702,10.3,10049,5.5,4233,2.3,9344,5.1,21031,11.6,49576,27.2,30099,16.5,9089,5,10129,5.6,181946,181946,142223,78.2,27509,15.1,12073,6.6,141,0.1,30140,19.5,29183,382593,382593,36601,9.6,17.1,30.9,23.7
"Shreveport city, Louisiana",82429,82429,28661,34.8,20317,24.6,20529,24.9,6131,7.4,6791,8.2,82429,82429,1702,2.1,4122,5,3708,4.5,1684,2,11416,13.8,2949,3.6,1527,1.9,3618,4.4,7618,9.2,24210,29.4,11942,14.5,4532,5.5,3401,4.1,82429,82429,66769,81,11533,14,4087,5,40,0,16647,22,23825,190233,190233,24315,12.8,25.7,44.6,30.8
"Portland city, Maine",40882,40882,19172,46.9,7786,19,8743,21.4,1473,3.6,3708,9.1,40882,40882,46,0.1,1367,3.3,2990,7.3,616,1.5,5396,13.2,1219,3,1252,3.1,2357,5.8,6376,15.6,11017,26.9,5259,12.9,1676,4.1,1311,3.2,40882,40882,35104,85.9,3664,9,2068,5.1,46,0.1,5196,17.2,34155,66099,66099,2924,4.4,12.3,32,18.9
"Baltimore city, Maryland",283328,283328,119230,42.1,63485,22.4,60070,21.2,13365,4.7,27178,9.6,283328,283328,460,0.2,10729,3.8,12545,4.4,4430,1.6,24123,8.5,16780,5.9,5264,1.9,16631,5.9,37055,13.1,92104,32.5,26003,9.2,12635,4.5,24569,8.7,283328,283328,218662,77.2,54005,19.1,10250,3.6,411,0.1,61673,25.6,29449,605828,605828,41003,6.8,16.6,27.4,21.9
"Columbia CDP, Maryland",60202,60202,37034,61.5,8015,13.3,8566,14.2,1908,3.2,4679,7.8,60202,60202,39,0.1,1615,2.7,1810,3,424,0.7,4786,7.9,2499,4.2,865,1.4,3524,5.9,15412,25.6,14521,24.1,4135,6.9,3178,5.3,7394,12.3,60202,60202,43726,72.6,14123,23.5,2353,3.9,0,0,3268,7.9,50103,105980,105980,5423,5.1,4.5,16.8,6.5
"Ellicott City CDP, Maryland",36999,36999,24166,65.3,3402,9.2,7038,19,701,1.9,1692,4.6,36999,36999,100,0.3,1423,3.8,1994,5.4,1377,3.7,2514,6.8,635,1.7,391,1.1,2477,6.7,7915,21.4,10131,27.4,2768,7.5,1871,5.1,3403,9.2,36999,36999,28497,77,6715,18.1,1719,4.6,68,0.2,852,3.6,54301,68260,68260,1150,1.7,2,6.4,3.1
"Frederick city, Maryland",38164,38164,15990,41.9,6764,17.7,8444,22.1,2728,7.1,4238,11.1,38164,38164,144,0.4,1222,3.2,2607,6.8,465,1.2,4261,11.2,2464,6.5,672,1.8,2891,7.6,7958,20.9,8335,21.8,3349,8.8,1748,4.6,2048,5.4,38164,38164,30396,79.6,5972,15.6,1753,4.6,43,0.1,3204,11.9,34426,68800,68800,4839,7,5.8,11.9,10.4
"Gaithersburg city, Maryland",37993,37993,18751,49.4,8412,22.1,6125,16.1,2106,5.5,2599,6.8,37993,37993,113,0.3,2001,5.3,1712,4.5,169,0.4,3823,10.1,621,1.6,1055,2.8,2439,6.4,10342,27.2,6186,16.3,3921,10.3,2216,5.8,3395,8.9,37993,37993,30498,80.3,5563,14.6,1932,5.1,0,0,2727,11.5,37595,67439,67439,6783,10.1,6.4,14.4,9
"Germantown CDP, Maryland",49875,49875,25352,50.8,8443,16.9,11072,22.2,2764,5.5,2244,4.5,49875,49875,0,0,2453,4.9,2594,5.2,671,1.3,5255,10.5,1332,2.7,1465,2.9,3512,7,11418,22.9,8885,17.8,5126,10.3,2743,5.5,4421,8.9,49875,49875,38662,77.5,9237,18.5,1976,4,0,0,3438,11.1,38828,89756,89756,6121,6.8,4.9,12.3,7
"Glen Burnie CDP, Maryland",35861,35861,11290,31.5,5914,16.5,9462,26.4,4512,12.6,4683,13.1,35861,35861,70,0.2,3676,10.3,1774,4.9,1174,3.3,5687,15.9,2107,5.9,724,2,1975,5.5,3487,9.7,6293,17.5,2971,8.3,2500,7,3423,9.5,35861,35861,28049,78.2,6283,17.5,1529,4.3,0,0,3634,13.3,30125,68791,68791,6924,10.1,10,18,12.8
"Rockville city, Maryland",35376,35376,22324,63.1,5593,15.8,5517,15.6,984,2.8,958,2.7,35376,35376,0,0,887,2.5,822,2.3,603,1.7,1357,3.8,506,1.4,361,1,2798,7.9,8123,23,9095,25.7,2952,8.3,3102,8.8,4770,13.5,35376,35376,24398,69,8617,24.4,2361,6.7,0,0,1646,6.8,48934,65814,65814,5217,7.9,4.1,13.1,7.1
"Silver Spring CDP, Maryland",51221,51221,28707,56,9490,18.5,7330,14.3,3166,6.2,2528,4.9,51221,51221,0,0,2734,5.3,1060,2.1,212,0.4,4300,8.4,1759,3.4,1509,2.9,2902,5.7,9679,18.9,11264,22,5572,10.9,4110,8,6120,11.9,51221,51221,38393,75,10085,19.7,2743,5.4,0,0,2733,7.8,45322,85734,85734,8517,9.9,5.2,24.9,9.9
"Waldorf CDP, Maryland",38763,38763,15840,40.9,7792,20.1,9407,24.3,1954,5,3770,9.7,38763,38763,6,0,1782,4.6,864,2.2,808,2.1,5071,13.1,2445,6.3,480,1.2,2249,5.8,4775,12.3,8010,20.7,2518,6.5,2213,5.7,7542,19.5,38763,38763,24769,63.9,13004,33.5,990,2.6,0,0,2375,8.8,37885,74984,74984,2937,3.9,6.6,13.7,8.2
"Boston city, Massachusetts",368750,368750,179960,48.8,78489,21.3,72380,19.6,16739,4.5,21182,5.7,368750,368750,399,0.1,13568,3.7,15170,4.1,7202,2,28828,7.8,14077,3.8,8496,2.3,34149,9.3,63924,17.3,108107,29.3,41699,11.3,18078,4.9,15053,4.1,368750,368750,313631,85.1,40267,10.9,14328,3.9,524,0.1,49780,18.6,40237,666868,666868,20379,3.1,16.5,33.5,21
"Brockton city, Massachusetts",45591,45591,10945,24,12524,27.5,10932,24,4339,9.5,6851,15,45591,45591,0,0,3044,6.7,3314,7.3,1220,2.7,5035,11,3359,7.4,446,1,2312,5.1,3334,7.3,13892,30.5,5570,12.2,2741,6,1324,2.9,45591,45591,38564,84.6,5320,11.7,1684,3.7,23,0.1,8980,29.4,23132,94364,94364,3311,3.5,18.2,32,19.7
"Cambridge city, Massachusetts",63901,63901,45553,71.3,5697,8.9,10327,16.2,988,1.5,1336,2.1,63901,63901,39,0.1,896,1.4,3440,5.4,544,0.9,3984,6.2,1231,1.9,1755,2.7,4127,6.5,13868,21.7,26920,42.1,3887,6.1,2100,3.3,1110,1.7,63901,63901,54999,86.1,5389,8.4,3471,5.4,42,0.1,4883,11.1,46605,110274,110274,3346,3,7.1,23.2,14.8
"Fall River city, Massachusetts",38166,38166,11346,29.7,6866,18,8464,22.2,4878,12.8,6612,17.3,38166,38166,502,1.3,3236,8.5,4795,12.6,1502,3.9,4048,10.6,1748,4.6,598,1.6,1154,3,2626,6.9,10941,28.7,3463,9.1,1872,4.9,1681,4.4,38166,38166,32073,84,4040,10.6,1970,5.2,83,0.2,8696,23.5,23686,87825,87825,3054,3.5,16.9,40.2,19.1
"Framingham CDP, Massachusetts",40306,40306,18122,45,7603,18.9,9137,22.7,2740,6.8,2704,6.7,40306,40306,0,0,2497,6.2,3119,7.7,747,1.9,6018,14.9,1172,2.9,1340,3.3,2868,7.1,5889,14.6,9632,23.9,3494,8.7,2513,6.2,1017,2.5,40306,40306,33032,82,3303,8.2,3928,9.7,43,0.1,3124,10.8,41732,70333,70333,3905,5.6,5.6,27.7,8.4
"Lawrence city, Massachusetts",33096,33096,5917,17.9,9208,27.8,7314,22.1,2814,8.5,7843,23.7,33096,33096,58,0.2,2256,6.8,4097,12.4,926,2.8,4321,13.1,2104,6.4,1083,3.3,1296,3.9,3550,10.7,8385,25.3,2845,8.6,1771,5.4,404,1.2,33096,33096,29945,90.5,1689,5.1,1462,4.4,0,0,11779,47.9,16958,79290,79290,4062,5.1,23.1,33.1,24.5
"Lowell city, Massachusetts",57028,57028,19143,33.6,14121,24.8,12948,22.7,3376,5.9,7440,13,57028,57028,370,0.6,2563,4.5,8681,15.2,612,1.1,6611,11.6,895,1.6,1542,2.7,2180,3.8,6295,11,17170,30.1,6041,10.6,2026,3.6,2042,3.6,57028,57028,47776,83.8,6525,11.4,2684,4.7,43,0.1,8369,22,24946,109467,109467,5027,4.6,14.6,24.4,19.6
"Lynn city, Massachusetts",45645,45645,10806,23.7,14051,30.8,8812,19.3,3936,8.6,8040,17.6,45645,45645,355,0.8,2274,5,4665,10.2,624,1.4,5697,12.5,2971,6.5,1037,2.3,2163,4.7,4738,10.4,11288,24.7,5297,11.6,3059,6.7,1477,3.2,45645,45645,38170,83.6,4829,10.6,2646,5.8,0,0,8458,25.1,26188,92391,92391,5559,6,14.5,29,17.6
"New Bedford city, Massachusetts",42443,42443,11490,27.1,8628,20.3,8583,20.2,5489,12.9,8253,19.4,42443,42443,861,2,4604,10.8,5053,11.9,1815,4.3,5017,11.8,2819,6.6,245,0.6,1803,4.2,2990,7,11345,26.7,3403,8,1294,3,1194,2.8,42443,42443,36833,86.8,3917,9.2,1693,4,0,0,10941,27.8,23904,93627,93627,3607,3.9,16.6,24.8,19.9
"Newton city, Massachusetts",44623,44623,30714,68.8,4342,9.7,7172,16.1,448,1,1947,4.4,44623,44623,0,0,1020,2.3,2779,6.2,645,1.4,2958,6.6,809,1.8,1240,2.8,4720,10.6,8559,19.2,16030,35.9,2142,4.8,2280,5.1,1441,3.2,44623,44623,36987,82.9,3854,8.6,3735,8.4,47,0.1,1127,3.7,60600,88484,88484,1651,1.9,2.8,18.2,4.1
"Quincy city, Massachusetts",51015,51015,25359,49.7,8646,16.9,10495,20.6,2111,4.1,4404,8.6,51015,51015,0,0,1603,3.1,3006,5.9,1877,3.7,5265,10.3,1717,3.4,1997,3.9,3855,7.6,7986,15.7,13095,25.7,6276,12.3,2603,5.1,1735,3.4,51015,51015,42827,83.9,5974,11.7,2175,4.3,39,0.1,2952,7.4,37507,93269,93269,2392,2.6,8.1,15.2,10.2
"Somerville city, Massachusetts",57005,57005,35698,62.6,8507,14.9,7960,14,1700,3,3140,5.5,57005,57005,110,0.2,1474,2.6,2843,5,1089,1.9,4112,7.2,976,1.7,2638,4.6,3258,5.7,12617,22.1,18116,31.8,3996,7,4218,7.4,1558,2.7,57005,57005,49706,87.2,4267,7.5,3032,5.3,0,0,2533,8,43728,81126,81126,2969,3.7,9.6,27.8,12.6
"Springfield city, Massachusetts",64921,64921,19133,29.5,17127,26.4,13726,21.1,4895,7.5,10040,15.5,64921,64921,609,0.9,2601,4,7466,11.5,1605,2.5,7360,11.3,3430,5.3,831,1.3,2931,4.5,4144,6.4,21279,32.8,6548,10.1,2702,4.2,3415,5.3,64921,64921,52403,80.7,9922,15.3,2539,3.9,57,0.1,18058,32.3,20277,153146,153146,8569,5.6,20.4,37.3,24.7
"Worcester city, Massachusetts",90682,90682,30191,33.3,21558,23.8,23114,25.5,5385,5.9,10434,11.5,90682,90682,136,0.1,4294,4.7,7029,7.8,2666,2.9,11191,12.3,4148,4.6,1742,1.9,5547,6.1,9206,10.2,28073,31,9392,10.4,3702,4.1,3556,3.9,90682,90682,75832,83.6,10281,11.3,4569,5,0,0,15138,21,27354,182564,182564,5078,2.8,14.2,27.6,19.3
"Ann Arbor city, Michigan",62190,62190,42391,68.2,7349,11.8,8262,13.3,1214,2,2974,4.8,62190,62190,134,0.2,989,1.6,5644,9.1,278,0.4,3724,6,1306,2.1,1414,2.3,1715,2.8,6152,9.9,32582,52.4,4509,7.3,2842,4.6,901,1.4,62190,62190,43653,70.2,15982,25.7,2555,4.1,0,0,2275,4.7,38787,120708,120708,3145,2.6,4.2,2.7,22.8
"Dearborn city, Michigan",36043,36043,13757,38.2,4952,13.7,8050,22.3,2498,6.9,6786,18.8,36043,36043,132,0.4,1560,4.3,7476,20.7,420,1.2,4797,13.3,2317,6.4,284,0.8,1895,5.3,3343,9.3,6968,19.3,3852,10.7,2121,5.9,878,2.4,36043,36043,32017,88.8,2999,8.3,1027,2.8,0,0,7588,24.4,22039,94099,94099,5226,5.6,26,28.7,30.6
"Detroit city, Michigan",239033,239033,57176,23.9,66885,28,51971,21.7,14448,6,48553,20.3,239033,239033,937,0.4,8424,3.5,35962,15,5068,2.1,23178,9.7,13735,5.7,4389,1.8,12016,5,25312,10.6,58197,24.3,29877,12.5,13533,5.7,8405,3.5,239033,239033,201882,84.5,27092,11.3,9534,4,525,0.2,102735,39.6,16784,666926,666926,54367,8.2,30.4,39.6,35.7
"Farmington Hills city, Michigan",42388,42388,22135,52.2,4792,11.3,10306,24.3,1650,3.9,3505,8.3,42388,42388,72,0.2,1245,2.9,8588,20.3,734,1.7,3837,9.1,1201,2.8,999,2.4,4202,9.9,6919,16.3,8598,20.3,3114,7.3,1688,4,1191,2.8,42388,42388,38408,90.6,2454,5.8,1526,3.6,0,0,1506,4.3,45764,80817,80817,1904,2.4,5.9,26.6,8.8
"Flint city, Michigan",28288,28288,5451,19.3,8717,30.8,5689,20.1,2865,10.1,5566,19.7,28288,28288,235,0.8,1245,4.4,5287,18.7,136,0.5,3067,10.8,1206,4.3,192,0.7,587,2.1,2121,7.5,7755,27.4,3064,10.8,2104,7.4,1289,4.6,28288,28288,24306,85.9,2409,8.5,1573,5.6,0,0,17619,45.3,14185,96596,96596,8379,8.7,40.6,58.6,44.5
"Grand Rapids city, Michigan",97326,97326,36099,37.1,20136,20.7,20284,20.8,6222,6.4,14585,15,97326,97326,1833,1.9,2809,2.9,15135,15.6,2758,2.8,8441,8.7,3048,3.1,2575,2.6,5999,6.2,9861,10.1,25614,26.3,12965,13.3,4300,4.4,1988,2,97326,97326,85349,87.7,6544,6.7,5141,5.3,292,0.3,14155,19.2,23173,193113,193113,12665,6.6,14.2,33.3,21.9
"Kalamazoo city, Michigan",38282,38282,10287,26.9,10383,27.1,8508,22.2,2758,7.2,6346,16.6,38282,38282,638,1.7,1561,4.1,5083,13.3,502,1.3,4365,11.4,651,1.7,540,1.4,1640,4.3,3170,8.3,10238,26.7,6828,17.8,2028,5.3,1038,2.7,38282,38282,32825,85.7,3978,10.4,1479,3.9,0,0,5495,19.8,20200,74930,74930,7493,10,19.2,38.9,30.9
"Lansing city, Michigan",58039,58039,17045,29.4,13269,22.9,14473,24.9,4270,7.4,8982,15.5,58039,58039,248,0.4,3384,5.8,7624,13.1,914,1.6,7484,12.9,2278,3.9,710,1.2,2857,4.9,5328,9.2,12796,22,7846,13.5,2876,5,3694,6.4,58039,58039,45589,78.5,9758,16.8,2649,4.6,43,0.1,11070,22.4,21710,117152,117152,11123,9.5,20.4,44.3,26.4
"Livonia city, Michigan",46864,46864,21383,45.6,7619,16.3,10596,22.6,3143,6.7,4123,8.8,46864,46864,24,0.1,2432,5.2,8102,17.3,996,2.1,3945,8.4,1726,3.7,716,1.5,4388,9.4,5132,11,10323,22,4360,9.3,2801,6,1919,4.1,46864,46864,40578,86.6,4706,10,1543,3.3,37,0.1,2426,6.5,35987,93350,93350,3127,3.3,3.7,6.8,6.3
"Rochester Hills city, Michigan",35839,35839,20782,58,4076,11.4,7226,20.2,849,2.4,2906,8.1,35839,35839,37,0.1,912,2.5,8613,24,1012,2.8,3212,9,722,2,454,1.3,2282,6.4,5856,16.3,8579,23.9,2743,7.7,1130,3.2,287,0.8,35839,35839,31830,88.8,2691,7.5,1318,3.7,0,0,1239,4.4,39848,72998,72998,1873,2.6,5.6,13.2,6
"Southfield city, Michigan",35151,35151,15753,44.8,5686,16.2,8067,22.9,1225,3.5,4420,12.6,35151,35151,0,0,475,1.4,4913,14,850,2.4,3428,9.8,2102,6,1322,3.8,2878,8.2,4562,13,8954,25.5,2816,8,1335,3.8,1516,4.3,35151,35151,29258,83.2,4364,12.4,1529,4.3,0,0,3944,11.6,31191,72568,72568,3942,5.4,9.5,13.4,12.7
"Sterling Heights city, Michigan",63692,63692,23054,36.2,10615,16.7,16116,25.3,3291,5.2,10616,16.7,63692,63692,144,0.2,2639,4.1,14756,23.2,1735,2.7,8360,13.1,2367,3.7,979,1.5,3309,5.2,6054,9.5,12189,19.1,5373,8.4,3480,5.5,2307,3.6,63692,63692,56887,89.3,4193,6.6,2488,3.9,124,0.2,6271,12.8,27885,131763,131763,8486,6.4,9.3,19.8,11.8
"Troy city, Michigan",43360,43360,26208,60.4,5036,11.6,8681,20,1310,3,2125,4.9,43360,43360,41,0.1,1411,3.3,9804,22.6,1344,3.1,4337,10,731,1.7,919,2.1,3894,9,7502,17.3,8436,19.5,2672,6.2,1166,2.7,1103,2.5,43360,43360,38488,88.8,3218,7.4,1516,3.5,138,0.3,1533,4.7,47502,83493,83493,2163,2.6,2.9,18.8,4.1
"Warren city, Michigan",59460,59460,16581,27.9,11484,19.3,13286,22.3,5635,9.5,12474,21,59460,59460,184,0.3,2608,4.4,12569,21.1,1079,1.8,6512,11,2968,5,1274,2.1,2722,4.6,6028,10.1,13259,22.3,5246,8.8,3506,5.9,1505,2.5,59460,59460,53357,89.7,4239,7.1,1815,3.1,49,0.1,9741,18.7,23006,134041,134041,8534,6.4,14.9,23.2,18.1
"Westland city, Michigan",42189,42189,10871,25.8,9345,22.2,12234,29,2331,5.5,7408,17.6,42189,42189,99,0.2,1470,3.5,7202,17.1,908,2.2,5737,13.6,2366,5.6,521,1.2,3028,7.2,5835,13.8,7896,18.7,4082,9.7,1837,4.4,1208,2.9,42189,42189,38144,90.4,2761,6.5,1228,2.9,56,0.1,5232,14.2,26914,80950,80950,3789,4.7,9.3,24.5,11.3
"Wyoming city, Michigan",41701,41701,11218,26.9,7125,17.1,9039,21.7,3704,8.9,10615,25.5,41701,41701,315,0.8,2022,4.8,9405,22.6,1630,3.9,3874,9.3,2708,6.5,837,2,1494,3.6,3694,8.9,9065,21.7,3920,9.4,2151,5.2,586,1.4,41701,41701,37883,90.8,2352,5.6,1415,3.4,51,0.1,3775,13.5,23424,75428,75428,7473,9.9,11.3,29.1,14.2
"Bloomington city, Minnesota",45577,45577,21045,46.2,7083,15.5,10422,22.9,2369,5.2,4658,10.2,45577,45577,415,0.9,1957,4.3,5080,11.1,1696,3.7,4360,9.6,2254,4.9,1030,2.3,5557,12.2,6081,13.3,9548,20.9,3739,8.2,2479,5.4,1381,3,45577,45577,38336,84.1,4415,9.7,2826,6.2,0,0,2473,6.7,40124,84733,84733,4442,5.2,3.1,4.6,6.3
"Brooklyn Park city, Minnesota",40038,40038,13700,34.2,6994,17.5,10278,25.7,2144,5.4,6922,17.3,40038,40038,259,0.6,979,2.4,7261,18.1,713,1.8,5828,14.6,1735,4.3,524,1.3,3026,7.6,4558,11.4,10118,25.3,2278,5.7,1645,4.1,1114,2.8,40038,40038,34481,86.1,3809,9.5,1698,4.2,50,0.1,3737,13.5,27604,79607,79607,4576,5.7,8.5,15.6,14.5
