GEO.display-label,HC01_VC40,HC03_VC40,HC01_VC41,HC03_VC41,HC01_VC42,HC03_VC42,HC01_VC43,HC03_VC43,HC01_VC44,HC03_VC44,HC01_VC45,HC03_VC45,HC01_VC49,HC03_VC49,HC01_VC50,HC03_VC50,HC01_VC51,HC03_VC51,HC01_VC52,HC03_VC52,HC01_VC53,HC03_VC53,HC01_VC54,HC03_VC54,HC01_VC55,HC03_VC55,HC01_VC56,HC03_VC56,HC01_VC57,HC03_VC57,HC01_VC58,HC03_VC58,HC01_VC59,HC03_VC59,HC01_VC60,HC03_VC60,HC01_VC61,HC03_VC61,HC01_VC62,HC03_VC62,HC01_VC66,HC03_VC66,HC01_VC67,HC03_VC67,HC01_VC68,HC03_VC68,HC01_VC69,HC03_VC69,HC01_VC70,HC03_VC70,HC01_VC101,HC03_VC101,HC01_VC118,HC01_VC130,HC03_VC130,HC01_VC134,HC03_VC134,HC03_VC161,HC03_VC167,HC03_VC171
"Alhambra city, California",41570,41570,14207,34.2,9436,22.7,10743,25.8,2362,5.7,4822,11.6,41570,41570,0,0,1607,3.9,4470,10.8,1385,3.3,4489,10.8,1921,4.6,703,1.7,2352,5.7,5145,12.4,8579,20.6,6036,14.5,3106,7.5,1777,4.3,41570,41570,32948,79.3,5954,14.3,2583,6.2,85,0.2,1272,4.5,25903,84886,84886,6278,7.4,9.5,8.3,12.7
"Anaheim city, California",168898,168898,49240,29.2,39571,23.4,39221,23.2,14768,8.7,26098,15.5,168898,168898,723,0.4,10670,6.3,21650,12.8,8243,4.9,20990,12.4,7519,4.5,2748,1.6,9346,5.5,19725,11.7,29470,17.4,24919,14.8,8084,4.8,4811,2.8,168898,168898,143836,85.2,15609,9.2,9166,5.4,287,0.2,12911,13,25127,349332,349332,39224,11.2,11.1,20.3,15
"Antioch city, California",51405,51405,18365,35.7,11321,22,12323,24,4204,8.2,5192,10.1,51405,51405,151,0.3,3741,7.3,3913,7.6,1075,2.1,6300,12.3,3176,6.2,923,1.8,4958,9.6,5603,10.9,12075,23.5,4241,8.3,2827,5.5,2422,4.7,51405,51405,41395,80.5,7254,14.1,2698,5.2,58,0.1,5152,15.1,29741,110589,110589,6112,5.5,11,19.3,12
"Apple Valley town, California",25448,25448,6207,24.4,5662,22.2,6673,26.2,2645,10.4,4261,16.7,25448,25448,286,1.1,1503,5.9,1305,5.1,400,1.6,3723,14.6,3946,15.5,78,0.3,1333,5.2,2430,9.5,4753,18.7,2210,8.7,1391,5.5,2090,8.2,25448,25448,18180,71.4,4560,17.9,2654,10.4,54,0.2,5869,24.4,21912,72146,72146,4821,6.7,11.6,40.6,16.8
"Arden-Arcade CDP, California",44784,44784,18411,41.1,7876,17.6,9450,21.1,5129,11.5,3918,8.7,44784,44784,160,0.4,3524,7.9,1945,4.3,887,2,4607,10.3,2257,5,553,1.2,2950,6.6,5775,12.9,10947,24.4,4867,10.9,2646,5.9,3666,8.2,44784,44784,30809,68.8,9805,21.9,4063,9.1,107,0.2,6373,14.9,32184,105295,105295,3577,3.4,21.6,34.4,27.7
"Bakersfield city, California",161519,161519,53823,33.3,29207,18.1,38278,23.7,21513,13.3,18698,11.6,161519,161519,14372,8.9,10651,6.6,8614,5.3,4394,2.7,22001,13.6,8596,5.3,2060,1.3,8796,5.4,15085,9.3,36164,22.4,15912,9.9,7104,4.4,7770,4.8,161519,161519,123855,76.7,24108,14.9,12809,7.9,747,0.5,20760,17.8,24488,374551,374551,26078,7,15.9,38.5,20
"Baldwin Park city, California",37099,37099,6966,18.8,9486,25.6,7575,20.4,5152,13.9,7920,21.3,37099,37099,301,0.8,3600,9.7,5633,15.2,2273,6.1,3343,9,2193,5.9,414,1.1,1936,5.2,4025,10.8,6222,16.8,3222,8.7,3057,8.2,880,2.4,37099,37099,31547,85,3217,8.7,2258,6.1,77,0.2,1204,7.2,18175,76197,76197,10156,13.3,11.7,35,12.9
"Bellflower city, California",33005,33005,9643,29.2,6610,20,8364,25.3,2586,7.8,5802,17.6,33005,33005,40,0.1,2047,6.2,4150,12.6,946,2.9,4356,13.2,2103,6.4,517,1.6,1105,3.3,3419,10.4,8318,25.2,3112,9.4,1688,5.1,1204,3.6,33005,33005,25638,77.7,5127,15.5,2115,6.4,125,0.4,2894,12.6,21643,77256,77256,7881,10.2,12.1,23.9,13.5
"Berkeley city, California",64549,64549,45199,70,7381,11.4,8842,13.7,1027,1.6,2100,3.3,64549,64549,207,0.3,1143,1.8,2566,4,459,0.7,4267,6.6,1888,2.9,2988,4.6,2940,4.6,15419,23.9,24317,37.7,4929,7.6,2236,3.5,1190,1.8,64549,64549,41387,64.1,14475,22.4,8547,13.2,140,0.2,2052,4.5,48533,120919,120919,2813,2.3,2.4,9.2,16.1
"Buena Park city, California",43232,43232,11478,26.5,8605,19.9,11535,26.7,2438,5.6,9176,21.2,43232,43232,386,0.9,1889,4.4,7819,18.1,1932,4.5,5655,13.1,2870,6.6,625,1.4,2140,5,3905,9,6857,15.9,5565,12.9,2803,6.5,786,1.8,43232,43232,37703,87.2,3277,7.6,2195,5.1,57,0.1,2151,9.1,25613,82899,82899,7527,9.1,5.5,11.7,12
"Burbank city, California",51138,51138,25869,50.6,5923,11.6,11784,23,3263,6.4,4299,8.4,51138,51138,91,0.2,2136,4.2,3911,7.6,981,1.9,5943,11.6,2245,4.4,6994,13.7,2619,5.1,5424,10.6,9731,19,6140,12,3117,6.1,1806,3.5,51138,51138,39999,78.2,5716,11.2,5423,10.6,0,0,1862,4.6,38366,104130,104130,7207,6.9,6.6,8.8,10.5
"Camarillo city, California",33728,33728,14396,42.7,6754,20,7244,21.5,2543,7.5,2791,8.3,33728,33728,232,0.7,2029,6,3339,9.9,863,2.6,4200,12.5,1185,3.5,745,2.2,1624,4.8,3740,11.1,7157,21.2,3690,10.9,1772,5.3,3152,9.3,33728,33728,24643,73.1,5909,17.5,3176,9.4,0,0,1033,4.5,38718,66817,66817,3188,4.8,6.8,9.5,8.7
"Carlsbad city, California",56698,56698,33056,58.3,6879,12.1,11686,20.6,1810,3.2,3267,5.8,56698,56698,785,1.4,2528,4.5,7275,12.8,1641,2.9,3075,5.4,1107,2,2201,3.9,4952,8.7,11340,20,11005,19.4,5435,9.6,3017,5.3,2337,4.1,56698,56698,45115,79.6,6762,11.9,4821,8.5,0,0,482,1.2,56006,113207,113207,5887,5.2,2.8,3.8,5.2
"Carmichael CDP, California",28664,28664,10759,37.5,5699,19.9,7479,26.1,2406,8.4,2321,8.1,28664,28664,113,0.4,1387,4.8,1057,3.7,928,3.2,4334,15.1,2007,7,706,2.5,2000,7,3233,11.3,6853,23.9,2494,8.7,1553,5.4,1999,7,28664,28664,22268,77.7,4214,14.7,2182,7.6,0,0,2200,8.7,34229,62604,62604,2410,3.8,10.5,10.7,14.3
"Carson city, California",46380,46380,16042,34.6,9397,20.3,12030,25.9,3335,7.2,5576,12,46380,46380,507,1.1,2304,5,5596,12.1,1592,3.4,5117,11,2112,4.6,718,1.5,1959,4.2,5070,10.9,11760,25.4,5719,12.3,1780,3.8,2146,4.6,46380,46380,36113,77.9,7495,16.2,2617,5.6,155,0.3,1361,5.3,28178,92689,92689,7395,8,6.2,17,8.5
"Castro Valley CDP, California",32652,32652,15984,49,5396,16.5,6633,20.3,2076,6.4,2563,7.8,32652,32652,253,0.8,2343,7.2,2412,7.4,523,1.6,2612,8,1615,4.9,1033,3.2,2255,6.9,4954,15.2,7432,22.8,3694,11.3,1132,3.5,2394,7.3,32652,32652,25142,77,5166,15.8,2197,6.7,147,0.5,1424,5.9,43113,64358,64358,1677,2.6,7,18.8,8.2
"Chico city, California",43340,43340,17098,39.5,9769,22.5,9197,21.2,3487,8,3789,8.7,43340,43340,1262,2.9,1745,4,2297,5.3,662,1.5,5421,12.5,1112,2.6,726,1.7,1914,4.4,4361,10.1,13503,31.2,6201,14.3,2477,5.7,1659,3.8,43340,43340,31571,72.8,8336,19.2,3352,7.7,81,0.2,5148,14.7,25066,91063,91063,5799,6.4,15.4,32.9,26.6
"Chino city, California",33019,33019,10975,33.2,5166,15.6,9411,28.5,1923,5.8,5544,16.8,33019,33019,64,0.2,1751,5.3,3973,12,1757,5.3,4332,13.1,2498,7.6,687,2.1,1921,5.8,3159,9.6,6692,20.3,2580,7.8,1559,4.7,2046,6.2,33019,33019,26325,79.7,4912,14.9,1782,5.4,0,0,1843,9.1,21076,69218,69218,7005,10.1,12.4,12.7,15.8
"Chino Hills city, California",39283,39283,17630,44.9,4914,12.5,10020,25.5,3378,8.6,3341,8.5,39283,39283,237,0.6,3265,8.3,3196,8.1,2254,5.7,3884,9.9,2526,6.4,764,1.9,2500,6.4,4292,10.9,9631,24.5,3420,8.7,1222,3.1,2092,5.3,39283,39283,29835,75.9,6388,16.3,2967,7.6,93,0.2,249,1,36499,78707,78707,2978,3.8,5.5,30.5,6.5
"Chula Vista city, California",119630,119630,45324,37.9,23911,20,28127,23.5,11511,9.6,10757,9,119630,119630,220,0.2,7838,6.6,9130,7.6,3307,2.8,12468,10.4,5156,4.3,1385,1.2,7857,6.6,13368,11.2,29726,24.8,11378,9.5,7236,6,10561,8.8,119630,119630,87981,73.5,23889,20,7360,6.2,400,0.3,7668,9.6,27103,263880,263880,17120,6.5,9.4,22.7,10.5
"Citrus Heights city, California",45082,45082,15023,33.3,10980,24.4,11138,24.7,4326,9.6,3615,8,45082,45082,63,0.1,3818,8.5,2325,5.2,1102,2.4,6396,14.2,2137,4.7,1038,2.3,3584,7.9,4432,9.8,9550,21.2,4590,10.2,2831,6.3,3216,7.1,45082,45082,35256,78.2,6617,14.7,3111,6.9,98,0.2,3376,9.9,28187,87217,87217,4105,4.7,8.5,16.7,12.8
"Clovis city, California",48782,48782,20379,41.8,8043,16.5,12148,24.9,4420,9.1,3792,7.8,48782,48782,415,0.9,2929,6,2793,5.7,958,2,5265,10.8,2825,5.8,839,1.7,3083,6.3,5255,10.8,15022,30.8,3746,7.7,1780,3.6,3872,7.9,48782,48782,33039,67.7,11853,24.3,3849,7.9,41,0.1,4655,12.9,30319,105823,105823,5785,5.5,10.3,31.4,14.2
"Compton city, California",39938,39938,5457,13.7,8415,21.1,9384,23.5,5225,13.1,11457,28.7,39938,39938,359,0.9,3914,9.8,5537,13.9,1438,3.6,4471,11.2,4011,10,597,1.5,923,2.3,3686,9.2,7085,17.7,4372,10.9,2148,5.4,1397,3.5,39938,39938,31309,78.4,5010,12.5,3540,8.9,79,0.2,5365,23.9,15758,97414,97414,10813,11.1,21.7,33.2,26.5
"Concord city, California",64899,64899,24619,37.9,15790,24.3,13894,21.4,6364,9.8,4232,6.5,64899,64899,659,1,4233,6.5,2607,4,1622,2.5,7949,12.2,2514,3.9,1863,2.9,5181,8,10262,15.8,12612,19.4,7964,12.3,4905,7.6,2528,3.9,64899,64899,49649,76.5,9250,14.3,6000,9.2,0,0,3169,6.9,35541,128109,128109,8606,6.7,7.7,24,11
"Corona city, California",84162,84162,27142,32.2,15657,18.6,23909,28.4,6566,7.8,10888,12.9,84162,84162,106,0.1,6484,7.7,9262,11,3412,4.1,11586,13.8,3907,4.6,1203,1.4,5270,6.3,9080,10.8,16183,19.2,8361,9.9,5343,6.3,3965,4.7,84162,84162,69283,82.3,9938,11.8,4892,5.8,49,0.1,4352,8.6,29601,166348,166348,16869,10.1,9.2,20,11.8
"Costa Mesa city, California",64922,64922,23957,36.9,15698,24.2,14816,22.8,4414,6.8,6037,9.3,64922,64922,499,0.8,3261,5,4104,6.3,2101,3.2,8461,13,2463,3.8,1002,1.5,6663,10.3,11617,17.9,9417,14.5,10454,16.1,3059,4.7,1821,2.8,64922,64922,51463,79.3,6186,9.5,7273,11.2,0,0,1470,3.9,37059,112422,112422,11872,10.6,6.9,13.8,11.6
"Daly City city, California",59348,59348,20129,33.9,13335,22.5,17064,28.8,3417,5.8,5403,9.1,59348,59348,0,0,1390,2.3,4180,7,985,1.7,7283,12.3,4560,7.7,1465,2.5,5331,9,6619,11.2,13148,22.2,8177,13.8,2772,4.7,3438,5.8,59348,59348,46533,78.4,10032,16.9,2730,4.6,53,0.1,1906,5.8,35320,106033,106033,4522,4.3,4.9,9.3,6.6
"Davis city, California",31539,31539,21295,67.5,4218,13.4,4405,14,710,2.3,911,2.9,31539,31539,190,0.6,538,1.7,1535,4.9,417,1.3,2276,7.2,784,2.5,832,2.6,1161,3.7,3825,12.1,14243,45.2,3026,9.6,501,1.6,2211,7,31539,31539,17729,56.2,12262,38.9,1548,4.9,0,0,1095,4.7,33947,67909,67909,2123,3.1,5.8,14.8,30.5
"Downey city, California",56353,56353,16743,29.7,10577,18.8,17805,31.6,2704,4.8,8524,15.1,56353,56353,205,0.4,2076,3.7,7325,13,2262,4,7450,13.2,4785,8.5,1096,1.9,2697,4.8,5271,9.4,12422,22,5133,9.1,3441,6.1,2190,3.9,56353,56353,43709,77.6,7843,13.9,4699,8.3,102,0.2,2274,7,25868,112813,112813,10541,9.3,6.8,11,7.7
"East Los Angeles CDP, California",55134,55134,7989,14.5,10152,18.4,14071,25.5,7562,13.7,15360,27.9,55134,55134,233,0.4,6191,11.2,7954,14.4,4846,8.8,7206,13.1,4196,7.6,844,1.5,1535,2.8,3888,7.1,8682,15.7,5169,9.4,3179,5.8,1211,2.2,55134,55134,49990,90.7,3091,5.6,1966,3.6,87,0.2,3547,10.7,15684,127622,127622,19494,15.3,14.7,25,17.2
"El Cajon city, California",40463,40463,10414,25.7,9026,22.3,11078,27.4,4036,10,5909,14.6,40463,40463,243,0.6,3642,9,3326,8.2,1173,2.9,6005,14.8,3126,7.7,161,0.4,1486,3.7,4364,10.8,8003,19.8,4440,11,2402,5.9,2092,5.2,40463,40463,32912,81.3,5294,13.1,2114,5.2,143,0.4,8584,26.5,20852,102123,102123,10350,10.1,19.2,28.9,26.7
"Elk Grove city, California",80120,80120,35351,44.1,16264,20.3,18586,23.2,4055,5.1,5864,7.3,80120,80120,100,0.1,2561,3.2,3629,4.5,1743,2.2,8515,10.6,4145,5.2,2017,2.5,6489,8.1,7829,9.8,19206,24,7765,9.7,3827,4.8,12294,15.3,80120,80120,54131,67.6,22057,27.5,3723,4.6,209,0.3,2376,4.6,35696,169517,169517,2803,1.7,6.2,17.7,7.1
"El Monte city, California",51147,51147,9148,17.9,12716,24.9,11528,22.5,4469,8.7,13286,26,51147,51147,203,0.4,3469,6.8,7406,14.5,3071,6,6150,12,4281,8.4,208,0.4,1733,3.4,5373,10.5,8524,16.7,5381,10.5,4303,8.4,1045,2,51147,51147,42960,84,5371,10.5,2748,5.4,68,0.1,4559,16.7,15935,114933,114933,13364,11.6,17.9,28.2,20.7
"Escondido city, California",75229,75229,18675,24.8,18911,25.1,19082,25.4,10639,14.1,7922,10.5,75229,75229,1776,2.4,6251,8.3,7889,10.5,2615,3.5,9856,13.1,2245,3,1956,2.6,2871,3.8,11373,15.1,14117,18.8,8774,11.7,4085,5.4,1421,1.9,75229,75229,61315,81.5,7884,10.5,6030,8,0,0,6067,13.4,25023,150448,150448,18466,12.3,12.5,34,14.7
"Fairfield city, California",52866,52866,15964,30.2,11667,22.1,12347,23.4,5960,11.3,6928,13.1,52866,52866,1471,2.8,4009,7.6,5161,9.8,1120,2.1,6851,13,3347,6.3,1064,2,1874,3.5,4248,8,12120,22.9,6338,12,1940,3.7,3323,6.3,52866,52866,40247,76.1,9666,18.3,2907,5.5,46,0.1,4953,13,32385,111614,111614,6261,5.6,8.9,28.5,10.3
"Florence-Graham CDP, California",N,N,N,N,N,N,N,N,N,N,N,N,26544,26544,241,0.9,2412,9.1,4519,17,1623,6.1,3982,15,2725,10.3,212,0.8,385,1.5,1331,5,3507,13.2,3256,12.3,1780,6.7,571,2.2,26544,26544,21587,81.3,2544,9.6,2299,8.7,114,0.4,3880,25.7,12387,63582,63582,8437,13.3,26.1,37.3,28.1
"Folsom city, California",35795,35795,20885,58.3,4601,12.9,7898,22.1,905,2.5,1506,4.2,35795,35795,49,0.1,1282,3.6,3685,10.3,1099,3.1,3124,8.7,898,2.5,423,1.2,3603,10.1,5635,15.7,7753,21.7,2325,6.5,2136,6,3783,10.6,35795,35795,26223,73.3,6684,18.7,2731,7.6,157,0.4,719,2.6,44673,72144,72144,1211,1.7,4.9,15.5,6
"Fontana city, California",97478,97478,22884,23.5,16905,17.3,26255,26.9,10336,10.6,21098,21.6,97478,97478,139,0.1,7203,7.4,9599,9.8,4245,4.4,13612,14,12274,12.6,1180,1.2,3214,3.3,8245,8.5,19345,19.8,8626,8.8,5312,5.4,4484,4.6,97478,97478,80696,82.8,11576,11.9,5206,5.3,0,0,7685,13.3,22174,209423,209423,20364,9.7,10.6,28.1,11.8
"Fremont city, California",116542,116542,69146,59.3,12891,11.1,22598,19.4,5020,4.3,6887,5.9,116542,116542,161,0.1,3490,3,15981,13.7,2847,2.4,10052,8.6,5238,4.5,4146,3.6,7565,6.5,33610,28.8,19337,16.6,7103,6.1,4508,3.9,2504,2.1,116542,116542,100877,86.6,9072,7.8,6489,5.6,104,0.1,2131,3,46899,232381,232381,3912,1.7,1.6,4.2,3.1
"Fresno city, California",214398,214398,62266,29,50982,23.8,51084,23.8,22298,10.4,27768,13,214398,214398,8526,4,12034,5.6,14903,7,7487,3.5,22898,10.7,10131,4.7,3238,1.5,10844,5.1,21174,9.9,54478,25.4,23547,11,12068,5.6,13070,6.1,214398,214398,163774,76.4,37138,17.3,13286,6.2,200,0.1,39928,24,22260,517888,517888,39981,7.7,24.5,42.7,28.1
"Fullerton city, California",70498,70498,29159,41.4,12654,17.9,18521,26.3,3357,4.8,6807,9.7,70498,70498,143,0.2,2940,4.2,8718,12.4,2498,3.5,8204,11.6,1919,2.7,1679,2.4,5822,8.3,9795,13.9,14530,20.6,9005,12.8,3142,4.5,2103,3,70498,70498,57382,81.4,8199,11.6,4533,6.4,384,0.5,3707,8.1,33032,139865,139865,7008,5,9,18.5,14
"Garden Grove city, California",86670,86670,24407,28.2,20617,23.8,20483,23.6,8267,9.5,12896,14.9,86670,86670,353,0.4,5775,6.7,13016,15,1675,1.9,10880,12.6,4220,4.9,1312,1.5,4347,5,9916,11.4,15256,17.6,9310,10.7,8300,9.6,2310,2.7,86670,86670,70953,81.9,9632,11.1,6048,7,37,0,5891,12.3,24000,174213,174213,15034,8.6,9.8,25.2,14
"Glendale city, California",97612,97612,44724,45.8,15485,15.9,22936,23.5,5055,5.2,9412,9.6,97612,97612,165,0.2,3401,3.5,6834,7,2658,2.7,9079,9.3,5365,5.5,6368,6.5,7442,7.6,12250,12.5,23541,24.1,8914,9.1,6495,6.7,5100,5.2,97612,97612,72911,74.7,13265,13.6,11238,11.5,198,0.2,6087,8.1,35405,199325,199325,14825,7.4,11.1,16.1,14.4
"Hawthorne city, California",42047,42047,10776,25.6,12130,28.8,9332,22.2,2630,6.3,7179,17.1,42047,42047,0,0,1497,3.6,2560,6.1,757,1.8,3819,9.1,4078,9.7,1342,3.2,2096,5,5841,13.9,8881,21.1,7199,17.1,2628,6.3,1349,3.2,42047,42047,33119,78.8,6057,14.4,2763,6.6,108,0.3,3584,12.4,21088,87624,87624,12295,14,14.4,23.5,19.3
"Hayward city, California",82142,82142,24728,30.1,17843,21.7,19879,24.2,7355,9,12337,15,82142,82142,317,0.4,6152,7.5,8728,10.6,2711,3.3,9061,11,5866,7.1,1419,1.7,4144,5,11852,14.4,14940,18.2,10467,12.7,3812,4.6,2673,3.3,82142,82142,69691,84.8,9460,11.5,2946,3.6,45,0.1,4858,10.6,29152,158109,158109,7262,4.6,8.4,16.2,10.5
"Hemet city, California",N,N,N,N,N,N,N,N,N,N,N,N,22898,22898,0,0,2830,12.4,1234,5.4,747,3.3,4324,18.9,2728,11.9,491,2.1,482,2.1,1393,6.1,4199,18.3,1823,8,1095,4.8,1552,6.8,22898,22898,18009,78.6,3652,15.9,1124,4.9,113,0.5,5564,18.9,17956,83614,83614,8033,9.6,18.8,36.5,20.9
"Hesperia city, California",35034,35034,7945,22.7,6833,19.5,9674,27.6,4969,14.2,5613,16,35034,35034,237,0.7,3988,11.4,2494,7.1,1064,3,5759,16.4,4223,12.1,535,1.5,1855,5.3,2352,6.7,6788,19.4,2920,8.3,869,2.5,1950,5.6,35034,35034,27091,77.3,5954,17,1955,5.6,34,0.1,5043,18.8,19129,93608,93608,7287,7.8,15.7,38,20.7
"Huntington Beach city, California",105289,105289,47581,45.2,15665,14.9,26180,24.9,7254,6.9,8609,8.2,105289,105289,467,0.4,6308,6,11467,10.9,3272,3.1,13227,12.6,4524,4.3,2074,2,7948,7.5,14336,13.6,21487,20.4,9861,9.4,5615,5.3,4703,4.5,105289,105289,82692,78.5,13548,12.9,8781,8.3,268,0.3,3754,4.8,44950,200197,200197,11973,6,5,13.6,8.2
"Indio city, California",34076,34076,9115,26.7,10481,30.8,7235,21.2,5344,15.7,1901,5.6,34076,34076,313,0.9,3423,10,1192,3.5,346,1,4267,12.5,1731,5.1,391,1.1,1507,4.4,5252,15.4,5714,16.8,6931,20.3,1707,5,1302,3.8,34076,34076,26290,77.2,4656,13.7,3039,8.9,91,0.3,3045,9.9,23103,87877,87877,8973,10.2,13.2,29.9,19.3
"Inglewood city, California",54966,54966,17021,31,12555,22.8,13338,24.3,4038,7.3,8014,14.6,54966,54966,288,0.5,3212,5.8,4314,7.8,821,1.5,5367,9.8,5533,10.1,1416,2.6,3438,6.3,5302,9.6,12273,22.3,6762,12.3,3461,6.3,2779,5.1,54966,54966,40509,73.7,8888,16.2,5480,10,89,0.2,4147,10.7,26372,110316,110316,12950,11.7,13.8,17.7,14.9
"Irvine city, California",127201,127201,81184,63.8,11110,8.7,26360,20.7,2547,2,6000,4.7,127201,127201,392,0.3,2394,1.9,18364,14.4,5340,4.2,8950,7,2037,1.6,3038,2.4,16428,12.9,24135,19,29309,23,8975,7.1,4508,3.5,3331,2.6,127201,127201,104323,82,14160,11.1,8718,6.9,0,0,1638,1.7,49205,265887,265887,7102,2.7,5.7,13.6,12.7
"Jurupa Valley city, California",45420,45420,9028,19.9,7965,17.5,10568,23.3,7034,15.5,10825,23.8,45420,45420,581,1.3,5065,11.2,5831,12.8,1594,3.5,5783,12.7,5672,12.5,305,0.7,1410,3.1,3834,8.4,8140,17.9,3939,8.7,2143,4.7,1123,2.5,45420,45420,36936,81.3,5607,12.3,2740,6,137,0.3,3743,15.1,19565,102721,102721,10921,10.6,15.2,44.2,17
"Laguna Niguel city, California",33777,33777,17703,52.4,4192,12.4,9283,27.5,1180,3.5,1419,4.2,33777,33777,0,0,2444,7.2,2713,8,647,1.9,3943,11.7,1061,3.1,1505,4.5,3813,11.3,5217,15.4,6804,20.1,3425,10.1,1493,4.4,712,2.1,33777,33777,26655,78.9,2457,7.3,4616,13.7,49,0.1,451,1.9,51639,65281,65281,2331,3.6,4.7,27,6.1
"Lake Forest city, California",47009,47009,22096,47,7752,16.5,12779,27.2,2317,4.9,2065,4.4,47009,47009,137,0.3,2118,4.5,4556,9.7,1765,3.8,5178,11,2271,4.8,1444,3.1,3712,7.9,7803,16.6,8312,17.7,5066,10.8,2853,6.1,1794,3.8,47009,47009,36481,77.6,5844,12.4,4684,10,0,0,944,3.2,43115,83085,83085,3432,4.1,7,19.1,8.1
"Lakewood city, California",38368,38368,16033,41.8,6204,16.2,9670,25.2,2018,5.3,4443,11.6,38368,38368,296,0.8,1730,4.5,3790,9.9,1191,3.1,3752,9.8,2973,7.7,638,1.7,1786,4.7,3395,8.8,11111,29,4986,13,1005,2.6,1715,4.5,38368,38368,30518,79.5,6515,17,1335,3.5,0,0,1076,4.3,31086,80965,80965,5037,6.2,7.6,18.3,10.1
"Lancaster city, California",57749,57749,19646,34,10802,18.7,13875,24,6108,10.6,7318,12.7,57749,57749,626,1.1,3472,6,6740,11.7,1104,1.9,7287,12.6,2783,4.8,1484,2.6,1693,2.9,4407,7.6,15899,27.5,4198,7.3,3428,5.9,4628,8,57749,57749,42355,73.3,13128,22.7,2191,3.8,75,0.1,4298,8.6,20375,154528,154528,11289,7.3,20.8,35.7,24.8
"Livermore city, California",49296,49296,23166,47,7585,15.4,11481,23.3,3170,6.4,3894,7.9,49296,49296,111,0.2,3638,7.4,4477,9.1,1341,2.7,5687,11.5,2336,4.7,1204,2.4,3055,6.2,10299,20.9,8966,18.2,4708,9.6,2246,4.6,1228,2.5,49296,49296,40051,81.2,6480,13.1,2724,5.5,41,0.1,1236,4,47559,88885,88885,3129,3.5,3.8,6.5,5.2
"Long Beach city, California",231816,231816,83308,35.9,48673,21,51302,22.1,17428,7.5,31105,13.4,231816,231816,1192,0.5,10963,4.7,22546,9.7,6624,2.9,22322,9.6,19309,8.3,5505,2.4,13131,5.7,28640,12.4,52001,22.4,27256,11.8,14718,6.3,7609,3.3,231816,231816,185935,80.2,28874,12.5,16760,7.2,247,0.1,18562,11.5,29096,467620,467620,40224,8.6,14,26.1,18.8
"Los Angeles city, California",1990871,1990871,736148,37,423294,21.3,446949,22.4,151446,7.6,233034,11.7,1990871,1990871,7754,0.4,117012,5.9,162627,8.2,57592,2.9,207429,10.4,91293,4.6,124905,6.3,121698,6.1,283780,14.3,378816,19,254089,12.8,137481,6.9,46395,2.3,1990871,1990871,1576787,79.2,182737,9.2,228944,11.5,2403,0.1,141036,10.2,31619,3950939,3950939,447878,11.3,15.3,27.6,19.5
"Lynwood city, California",N,N,N,N,N,N,N,N,N,N,N,N,29751,29751,188,0.6,3174,10.7,6345,21.3,1618,5.4,4143,13.9,2310,7.8,343,1.2,875,2.9,2431,8.2,3278,11,2263,7.6,1822,6.1,961,3.2,29751,29751,25984,87.3,2394,8,1373,4.6,0,0,3202,21.6,14788,69001,69001,11282,16.4,19.5,32.4,21.3
"Manteca city, California",33169,33169,8455,25.5,5053,15.2,9140,27.6,3687,11.1,6834,20.6,33169,33169,305,0.9,2674,8.1,4496,13.6,1951,5.9,4948,14.9,3305,10,256,0.8,1100,3.3,2676,8.1,6791,20.5,1888,5.7,1408,4.2,1371,4.1,33169,33169,26047,78.5,5031,15.2,1985,6,106,0.3,2925,11.8,25264,76318,76318,3057,4,6.5,10.5,11.2
"Menifee city, California",36117,36117,12261,33.9,7361,20.4,8782,24.3,3737,10.3,3976,11,36117,36117,250,0.7,3374,9.3,2783,7.7,1132,3.1,4607,12.8,2610,7.2,537,1.5,1884,5.2,3601,10,8915,24.7,2650,7.3,2266,6.3,1508,4.2,36117,36117,27488,76.1,5724,15.8,2905,8,0,0,1836,6.3,27313,88221,88221,4575,5.2,5.9,18.9,8.2
"Merced city, California",30240,30240,7943,26.3,8026,26.5,6236,20.6,3956,13.1,4079,13.5,30240,30240,1987,6.6,1671,5.5,1799,5.9,533,1.8,3211,10.6,1845,6.1,398,1.3,1293,4.3,2000,6.6,8330,27.5,3792,12.5,1686,5.6,1695,5.6,30240,30240,22137,73.2,6470,21.4,1633,5.4,0,0,7156,29.5,19340,81729,81729,5189,6.3,27.5,63.9,28.2
"Milpitas city, California",39000,39000,20927,53.7,5210,13.4,6166,15.8,2128,5.5,4569,11.7,39000,39000,45,0.1,532,1.4,8236,21.1,996,2.6,2560,6.6,1561,4,1464,3.8,1957,5,10487,26.9,6819,17.5,1506,3.9,2282,5.9,555,1.4,39000,39000,34416,88.2,2932,7.5,1652,4.2,0,0,343,1.5,40344,75576,75576,1713,2.3,3.9,18,7.8
"Mission Viejo city, California",51787,51787,27527,53.2,7269,14,12147,23.5,2287,4.4,2557,4.9,51787,51787,43,0.1,1944,3.8,5372,10.4,1518,2.9,5339,10.3,1276,2.5,1109,2.1,6173,11.9,8536,16.5,10770,20.8,5249,10.1,2800,5.4,1658,3.2,51787,51787,41011,79.2,6148,11.9,4512,8.7,116,0.2,609,1.8,47836,96008,96008,4535,4.7,3.2,3.2,4.7
